270,в
271,г
272,д
273,е
274,з
275,и
276,к
277,л
278,м
279,н
280,о
281,п
282,р
283,с
284,т
285,у
286,ф
287,х
288,ц
289,ч
290,ш
291,щ
292,ъ
293,ы
294,ь
295,э
296,ю
297,я
298,ѓ
299,ѳ
300,҉
301,ҳ
302,ӝ
303,ӱ
304,ԃ
305,ՙ
306,թ
307,ջ
308,֝
309,ֿ
310,א
311,ב
312,ג
313,ד
314,ה
315,ו
316,ז
317,ח
318,ט
319,י
320,ך
321,כ
322,ל
323,ם
324,מ
325,ן
326,נ
327,ס
328,ע
329,פ
330,ץ
331,צ
332,ק
333,ר
334,ש
335,ת
336,،
337,؛
338,؟
339,ء
340,آ
341,أ
342,ؤ
343,إ
344,ئ
345,ا
346,ب
347,ة
348,ت
349,ث
350,ج
351,ح
352,خ
353,د
354,ذ
355,ر
356,ز
357,س
358,ش
359,ص
360,ض
361,ط
362,ظ
363,ع
364,غ
365,ـ
366,ف
367,ق
368,ك
369,ل
370,م
371,ن
372,ه
373,و
374,ى
375,ي
376,ً
377,ٌ
378,ٍ
379,َ
380,ُ
381,ِ
382,ّ
383,ْ
384,ٔ
385,٠
386,١
387,٢
388,٣
389,٦
390,چ
391,ک
392,ڮ
393,گ
394,ی
395,۩
396,ܘ
397,ށ
398,ࠉ
399,࠱
400,࠹
401,࠾
402,ं
403,इ
404,ग
405,त
406,थ
407,प
408,य
409,स
410,ा
411,ि
412,ी
413,ो
414,ঔ
415,ট
416,ো
417,ਚ
418,દ
419,ଥ
420,ௐ
421,௸
422,ఋ
423,ఒ
424,ಫ
425,ೋ
426,೫
427,ഷ
428,එ
429,ෂ
430,ก
431,ค
432,ฆ
433,ง
434,ช
435,ด
436,ท
437,น
438,บ
439,ภ
440,ม
441,ย
442,ร
443,ล
444,ว
445,ห
446,อ
447,ะ
448,ั
449,า
450,ำ
451,ิ
452,ื
453,ุ
454,เ
455,แ
456,โ
457,ใ
458,ไ
459,่
460,้
461,ང
462,ཷ
463,ྍ
464,ྫ
465,ဉ
466,ရ
467,ဪ
468,ဴ
469,ၔ
470,႟
471,ე
472,ღ
473,ᅿ
474,ᆪ
475,ᆵ
476,ᇸ
477,ሇ
478,ቇ
479,ኇ
480,዗
481,ዯ
482,ዸ
483,ዺ
484,ዻ
485,ዼ
486,ዽ
487,ዾ
488,ጏ
489,ፇ
490,፞
491,፟
492,፠
493,፡
494,።
495,፣
496,፤
497,፥
498,፦
499,፧
500,፨
501,፩
502,፪
503,፫
504,፬
505,፭
506,፮
507,፯
508,፰
509,፱
510,፲
511,፳
512,፴
513,፵
514,፶
515,፷
516,፸
517,፹
518,፺
519,፻
520,ᎁ
521,᎒
522,᎓
523,Ꮏ
524,ᐟ
525,ᑴ
526,ᒠ
527,ᓕ
528,ᗢ
529,ᘃ
530,ᙚ
531,ᙝ
532,ᚅ
533,ᚷ
534,ᜡ
535,ᜥ
536,ᡋ
537,ᡟ
538,ᡪ
539,ᢒ
540,ᢡ
541,ᣞ
542,ᣲ
543,ᦉ
544,ᦝ
545,᧕
546,᧳
547,ᨙ
548,ᨱ
549,ᩔ
550,ᮉ
551,᮹
552,ᰅ
553,ᰙ
554,ᱷ
555,ᴁ
556,ᴰ
557,ᴴ
558,ᵶ
559,ᵹ
560,ᶽ
561,ḁ
562,ḅ
563,ḕ
564,ẓ
565,ả
566,ễ
567,ự
568,ἑ
569,ὓ
570,ὤ
571,​
572,‎
573,‐
574,–
575,—
576,―
577,‘
578,’
579,‚
580,“
581,”
582,„
583,†
584,‡
585,•
586,…
587,‪
588,‰
589,′
590,″
591,‹
592,›
593,※
594,‿
595,⁊
596,⁰
597,€
598,⃛
599,™
600,ⅻ
601,→
602,↔
603,⇎
604,⇨
605,−
606,∣
607,∶
608,≠
609,⊂
610,⊐
611,⊙
612,⊢
613,⋧
614,⌒
615,⍆
616,⏡
617,⏨
618,①
619,②
620,③
621,④
622,⑤
623,⑥
624,⒖
625,ⓗ
626,ⓠ
627,│
628,┅
629,╫
630,█
631,░
632,▔
633,▜
634,△
635,▶
636,►
637,▽
638,◉
639,◊
640,○
641,●
642,◙
643,◡
644,☀
645,☁
646,★
647,☆
648,☛
649,☝
650,☞
651,☬
652,☮
653,☺
654,♔
655,♡
656,♥
657,♦
658,♫
659,⚔
660,✈
661,✊
662,✋
663,✌
664,✔
665,✖
666,✨
667,❂
668,❄
669,❖
670,❝
671,❞
672,❤
673,➕
674,➤
675,➦
676,➧
677,➰
678,➳
679,➼
680,⟖
681,⠓
682,⠶
683,⠿
684,⢙
685,⣯
686,⤴
687,⤼
688,⥧
689,⦅
690,⦴
691,⧏
692,⧐
693,⧲
694,⫑
695,⫛
696,⬞
697,⬡
698,⭐
699,ⱜ
700,ⱡ
701,ⱱ
702,ⴎ
703,ⵢ
704,ⷅ
705,⸓
706,⻜
707,⼞
708,⼵
709,⾁
710,⾢
711,⿵
712,。
713,「
714,」
715,〦
716,〰
717,う
718,か
719,が
720,く
721,さ
722,た
723,っ
724,つ
725,で
726,な
727,に
728,ね
729,の
730,へ
731,ほ
732,ぼ
733,み
734,や
735,よ
736,ら
737,る
738,ん
739,ア
740,イ
741,エ
742,カ
743,コ
744,ス
745,ダ
746,ッ
747,デ
748,ト
749,ヌ
750,ノ
751,パ
752,プ
753,モ
754,リ
755,ル
756,ロ
757,ヲ
758,ン
759,ー
760,ヽ
761,ㅡ
762,ㆃ
763,㇃
764,ㇸ
765,㉡
766,㊭
767,㋡
768,㋵
769,㌖
770,㍊
771,㍬
772,㔫
773,㗹
774,䃣
775,䩮
776,䷄
777,不
778,世
779,事
780,亜
781,你
782,供
783,価
784,備
785,党
786,切
787,初
788,南
789,反
790,善
791,国
792,対
793,尢
794,山
795,府
796,彡
797,成
798,政
799,整
800,日
801,曜
802,最
803,月
804,栟
805,格
806,業
807,民
808,派
809,準
810,率
811,界
812,痢
813,的
814,糨
815,給
816,菉
817,虐
818,覆
819,話
820,足
821,邏
822,野
823,鉛
824,鉱
825,鉼
826,鍊
827,鎖
828,閉
829,騰
830,高
831,龍
832,ꀕ
833,ꀶ
834,ꁗ
835,ꂃ
836,ꂐ
837,ꂼ
838,ꃣ
839,ꅔ
840,ꆡ
841,ꇼ
842,ꉩ
843,ꉿ
844,ꊼ
845,ꍬ
846,ꍳ
847,ꍶ
848,ꍺ
849,ꍾ
850,ꏍ
851,ꐘ
852,ꐲ
853,ꑑ
854,꒬
855,ꓦ
856,ꓫ
857,ꔇ
858,ꔡ
859,ꕡ
860,ꖈ
861,ꖺ
862,꘤
863,ꙅ
864,꙲
865,ꚽ
866,ꛨ
867,꜐
868,ꞈ
869,ꠝ
870,꠹
871,ꡎ
872,ꢏ
873,ꣴ
874,꤃
875,ꦝ
876,ꦰ
877,ꩥ
878,ꪔ
879,ꪧ
880,ꫜ
881,ꯈ
882,생
883,시
884,양
885,일
886,축
887,평
888,하
889,해
890,ퟔ
891,ퟰ
892,ퟳ
893,
894,
895,
896,
897,
898,
899,
900,
901,
902,
903,
904,
905,
906,
907,
908,
909,
910,
911,
912,
913,
914,
915,
916,
917,
918,ﬁ
919,ﬂ
920,ﭿ
921,﯀
922,ﰟ
923,ﰼ
924,ﱨ
925,ﳂ
926,ﳇ
927,ﴹ
928,ﵢ
929,ﶈ
930,ﶙ
931,﷽
932,️
933,︵
934,ﻅ
935,﻾
936,！
937,＆
938,（
939,）
940,：
941,？
942,＼
943,＿
944,ｆ
945,～
946,･
947,ﾚ
948,�
949,𐀋
950,𐀯
951,𐀶
952,𐂘
953,𐂛
954,𐂝
955,𐂷
956,𐃅
957,𐄇
958,𐄘
959,𐅚
960,𐅛
961,𐇺
962,𐊈
963,𐋈
964,𐌼
965,𐍃
966,𐎐
967,𐎼
968,𐐹
969,𐒄
970,𐠎
971,𐠞
972,𐠩
973,𐤸
974,𐭦
975,𐰕
976,𐰼
977,𑁙
978,𑁩
979,𑂎
980,𒀬
981,𒁎
982,𒃆
983,𒄝
984,𒄾
985,𒅡
986,𒆡
987,𒆩
988,𒆸
989,𒆹
990,𒇓
991,𒉠
992,𒊇
993,𒊤
994,𒋽
995,𒍍
996,𒐕
997,𒑑
998,𒑖
999,𒑛
1000,𓁞
1001,𓂈
1002,𓂺
1003,𓃓
1004,𓃜
1005,𓃨
1006,𓅫
1007,𓆦
1008,𓇎
1009,𓇓
1010,𓇭
1011,𓈕
1012,𓈧
1013,𓈵
1014,𓉎
1015,𓊅
1016,𓊕
1017,𓊪
1018,𓊶
1019,𓊺
1020,𓋄
1021,𖠦
1022,𖡋
1023,𖢒
1024,𖢮
1025,𖣙
1026,𖤪
1027,𖦄
1028,𖧎
1029,𖨦
1030,𝀫
1031,𝀹
1032,𝁽
1033,𝃥
1034,𝈩
1035,𝈱
1036,𝌨
1037,𝍂
1038,𝍠
1039,𝍢
1040,𝓏
1041,𝓐
1042,𝓗
1043,𝕯
1044,𝖧
1045,𝗆
1046,𝗱
1047,𝘅
1048,𝘐
1049,𝘚
1050,𝚂
1051,𝚊
1052,𝚏
1053,𝚗
1054,𝚪
1055,𝜐
1056,𝜒
1057,𝜜
1058,𝝹
1059,𝞫
1060,🂅
1061,🂪
1062,🄸
1063,🆚
1064,🇧
1065,🇩
1066,🇪
1067,🇬
1068,🇴
1069,🇷
1070,🇸
1071,🇺
1072,🇼
1073,🌀
1074,🌅
1075,🌈
1076,🌍
1077,🌟
1078,🌪
1079,🌮
1080,🌹
1081,🌻
1082,🌿
1083,🍊
1084,🍙
1085,🍞
1086,🍥
1087,🎉
1088,🎊
1089,🎥
1090,🎼
1091,🏂
1092,🏇
1093,🏣
1094,🏻
1095,🏾
1096,🐁
1097,🐄
1098,🐊
1099,🐎
1100,🐙
1101,🐢
1102,🐧
1103,🐪
1104,🐭
1105,🐱
1106,🐺
1107,🐼
1108,👀
1109,👄
1110,👅
1111,👆
1112,👇
1113,👊
1114,👌
1115,👍
1116,👎
1117,👏
1118,👑
1119,👣
1120,👶
1121,💁
1122,💃
1123,💅
1124,💊
1125,💋
1126,💏
1127,💐
1128,💔
1129,💖
1130,💗
1131,💘
1132,💙
1133,💚
1134,💛
1135,💜
1136,💞
1137,💢
1138,💪
1139,💬
1140,💯
1141,💳
1142,📞
1143,📱
1144,📷
1145,📸
1146,📹
1147,🔥
1148,🔫
1149,🔶
1150,😀
1151,😁
1152,😂
1153,😃
1154,😄
1155,😆
1156,😊
1157,😍
1158,😎
1159,😏
1160,😘
1161,😚
1162,😛
1163,😜
1164,😞
1165,😡
1166,😢
1167,😩
1168,😭
1169,😱
1170,😸
1171,🙌
1172,🙏
1173,🚨
1174,🚱
1175,🤖
1176,🤘
1177,🦄
1178,🦇
1179,𣚣
1180,𦈨
1181,𧢮
1182,󠀡
1183,󠀬
1184,󠁝
1185,󠄀
1186,󠅿
1187,󾆕
1188,󾌸
1189,󾭩
